Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
M,1.3,0.9875,0.3125,23.00561925,11.43902325,4.706017,5.6699,7
M,1.45,1.1375,0.3375,22.55202725,11.4815475,4.7343665,5.783298,10
F,1.1625,0.975,0.275,18.01610725,5.14543425,4.4508715,6.3786375,13
M,1.4375,1.125,0.3875,26.875326,12.1619355,5.839997,7.3425205,7
I,1.1875,0.875,0.2875,14.118051,6.73300625,2.8066005,3.96893,7
M,1.875,1.3875,0.5375,62.3972495,30.09299425,14.84096325,14.9827108,11
F,1.1375,0.875,0.3125,12.71475075,4.49339575,2.891649,3.78465825,16
M,1.6125,1.275,0.3875,43.6298805,18.15785475,10.16329575,12.190285,11
F,1.45,1.1375,0.425,25.72717125,10.602713,6.05261825,8.0796075,13
F,1.0125,0.8125,0.275,10.07824725,4.2807745,1.7860185,3.3168915,9
I,1.4,1.05,0.35,23.7285315,11.736693,6.066793,5.6699,8
I,1.1375,0.9,0.2875,12.9557215,5.91087075,2.42388225,4.1673765,10
M,1.6375,1.2875,0.4,37.137845,15.6772735,10.4609655,9.7805775,11
I,0.5625,0.425,0.125,1.45999925,0.5386405,0.340194,0.4819415,4
F,1.65,1.325,0.425,37.591437,14.7133905,7.44174375,12.47378,13
F,1.175,0.8875,0.325,15.49300175,5.68407475,3.572037,5.2446575,14
F,1.5625,1.2125,0.4375,38.612019,19.17843675,7.41339425,10.50348975,10
I,1.2625,0.95,0.3375,15.26620575,7.49844275,2.6932025,4.6776675,9
M,1.55,1.2625,0.4625,43.30386125,19.561155,10.432616,9.922325,13
I,1.3375,0.975,0.3125,16.9813505,7.35669525,4.2240755,4.7910655,9
M,1.1625,0.9,0.2625,12.2186345,4.876114,3.0333965,4.9611625,9
I,1.1,0.825,0.275,10.50348975,4.37999775,2.381358,3.40194,7
F,1.375,1.175,0.375,25.4295015,10.6877615,5.216308,8.221355,9
F,1.2875,0.9875,0.35,19.447757,7.9662095,3.55786225,6.23689,12
I,1.3375,1.125,0.3875,22.89222125,10.36174225,4.195726,7.35669525,10
F,1.5625,1.225,0.3875,37.704835,18.92329125,7.3425205,9.355335,10
I,1.475,1.125,0.3625,28.973189,12.133586,7.597666,7.5126175,10
F,1.5125,1.1875,0.4375,30.504062,13.1258185,6.22271525,9.4970825,9
F,1.4,1.1125,0.4875,27.8108595,8.6465975,6.36446275,9.4970825,16
I,1.4125,1.075,0.3125,18.55474775,7.98038425,3.9405805,5.953395,9
I,0.6875,0.5125,0.1625,2.8632995,1.1623295,0.5953395,0.963883,5
M,0.825,0.6375,0.2375,5.31553125,2.08368825,1.2757275,1.70097,7
F,1.85,1.5,0.4875,55.961913,16.953001,11.58077075,20.128145,16
M,1.6125,1.2875,0.4,33.57998275,14.344847,8.8166945,9.4970825,9
I,1.375,1.0,0.3375,20.3265915,9.39785925,4.23825025,6.2652395,9
I,1.15,0.9125,0.275,12.74310025,4.97533725,2.891649,4.252425,8
I,1.05,0.8125,0.2875,8.901743,3.67126025,1.80019325,2.83495,8
F,1.0375,0.7625,0.2625,10.21999475,3.40194,2.324659,2.83495,10
M,1.3875,1.1375,0.4,29.97959625,11.12717875,6.463686,8.3064035,13
F,1.4375,1.125,0.425,29.69610125,10.70193625,4.83358975,10.9145575,18
F,1.5375,1.1875,0.3875,28.462898,12.68640125,5.4714535,8.20718025,10
I,1.2375,0.9375,0.2875,14.3731965,6.8322295,2.9199985,4.252425,8
M,1.6,1.25,0.4625,36.95357325,12.60135275,7.47009325,13.1825175,16
I,1.525,1.2,0.4125,31.0994015,11.94931425,7.484268,9.4970825,13
F,1.375,1.1125,0.3875,28.08017975,15.422128,5.046211,6.180191,9
I,1.2,0.975,0.375,17.78931125,7.824462,3.798833,5.2446575,13
M,0.8,0.6,0.2,5.10291,2.26796,1.09145575,1.5592225,6
M,1.8625,1.4375,0.5,53.410458,27.045423,9.525432,14.0330025,12
I,1.225,0.9375,0.3125,15.43630275,7.9095105,3.2601925,3.685435,8
F,1.6625,1.3125,0.45,44.74968575,19.220961,6.4920355,12.927372,14
M,1.3875,1.0,0.325,20.05727125,9.412034,4.49339575,5.10291,7
F,1.45,1.1625,0.4125,31.22697425,11.453198,5.93922025,9.922325,11
I,1.2,0.8375,0.3125,14.855138,6.973977,3.10427025,4.1106775,7
M,1.2375,1.0375,0.4125,21.21960075,7.484268,3.798833,8.0796075,13
F,1.6125,1.3,0.4375,37.83240775,18.9091165,7.55514175,10.0640725,10
F,1.45,1.125,0.5875,30.3623145,8.50485,5.839997,11.1980525,14
M,1.375,1.05,0.425,23.99785175,9.525432,6.81805475,6.9456275,13
F,1.1875,0.95,0.3375,13.777857,4.91863825,1.984465,5.2446575,7
M,1.6875,1.3125,0.4375,39.745999,13.6928085,9.08601475,13.1825175,16
M,1.3125,1.0125,0.3,21.41804725,10.64523725,4.40834725,5.6982495,9
M,1.575,1.2125,0.4125,34.9549335,18.61144675,6.56290925,8.60407325,10
M,1.2,0.9875,0.375,19.32018425,6.08096775,3.98310475,7.07320025,18
I,1.0375,0.8,0.2875,8.63242275,3.44446425,2.08368825,2.664853,7
I,1.0625,0.8,0.2125,7.427569,3.50116325,1.8994165,2.05533875,8
I,1.0,0.775,0.25,8.15048125,3.24601775,1.80019325,2.6932025,10
F,1.3875,1.0625,0.35,22.339406,7.994559,4.52174525,8.0796075,11
M,1.625,1.3,0.4875,47.513762,19.6462035,12.47378,13.324265,15
F,1.2625,0.9375,0.45,16.102516,6.59125875,4.23825025,4.819415,12
I,0.8625,0.6375,0.2375,5.51397775,2.62232875,1.0489315,1.5592225,6
I,0.775,0.6,0.2625,8.17883075,3.345241,1.8427175,2.3530085,6
I,1.125,0.875,0.3,13.267566,5.68407475,3.01922175,3.75630875,8
I,0.5625,0.4,0.1125,1.31825175,0.7087375,0.4252425,0.4252425,4
F,1.5875,1.2375,0.4375,35.02580725,14.75591475,8.74582075,9.8372765,10
I,0.5,0.3875,0.1,1.23320325,0.43941725,0.2551455,0.1984465,4
I,1.3375,1.125,0.3375,20.638436,8.06543275,5.23048275,7.5126175,9
M,1.425,1.1375,0.3875,23.586784,10.16329575,4.932813,7.8528115,11
F,1.425,1.1125,0.3625,24.87668625,11.679994,6.1518415,6.23689,8
F,1.475,1.175,0.425,25.51455,10.0640725,5.40057975,7.087375,11
M,1.55,1.15,0.425,31.9498865,15.1669825,7.47009325,8.391452,7
F,1.425,1.1625,0.3875,24.720764,9.19941275,6.7755305,8.0796075,14
F,1.5125,1.175,0.4125,33.38153625,17.3215445,6.44951125,8.278054,9
M,1.6375,1.35,0.4125,39.7743485,19.71707725,6.76135575,11.90679,11
M,0.6125,0.45,0.1625,1.80019325,0.69456275,0.38271825,0.56699,4
I,1.1125,0.8625,0.3,11.43902325,4.7910655,2.33883375,3.685435,7
M,1.325,1.1,0.5125,23.6718325,9.07184,6.16601625,6.9456275,14
I,0.9,0.6875,0.2125,5.59902625,2.11203775,1.17650425,1.984465,9
F,0.925,0.6875,0.2125,6.81805475,2.948348,1.51669825,1.984465,5
M,0.8125,0.6,0.2125,4.9044635,2.25378525,1.077281,1.417475,7
M,1.375,1.025,0.3125,21.55979475,7.10154975,4.63514325,5.5281525,14
F,1.6375,1.3125,0.4375,38.215126,16.59863225,7.38504475,11.169703,10
M,1.475,1.1875,0.3625,29.8520235,12.51630425,7.427569,9.2135875,15
F,1.3375,1.0125,0.3625,19.40523275,7.72523875,4.8477645,5.8116475,10
M,1.425,1.0875,0.325,21.36134825,9.8939755,4.97533725,5.499803,10
M,1.5375,1.1375,0.375,26.46425825,10.829509,7.0023265,7.41339425,10
M,1.1125,0.875,0.2875,10.24834425,4.43669675,1.97029025,3.3168915,8
F,1.35,1.05,0.325,21.27629975,10.432616,4.74854125,5.23048275,9
M,1.75,1.3625,0.4625,45.74191825,21.262125,11.43902325,10.44679075,11
F,1.45,1.1125,0.375,24.323871,11.3398,4.422522,7.1724235,8
M,1.3875,1.0125,0.475,39.859397,17.33571925,9.695529,11.0279555,10
I,1.1,0.8,0.2625,10.98543125,4.97533725,2.097863,3.40194,9
F,1.5875,1.2375,0.0375,32.78619675,14.50076925,8.731646,8.17883075,9
M,1.4875,1.175,0.375,25.27357925,10.1774705,5.96756975,6.9456275,12
M,1.3,1.125,0.375,25.3728025,10.24834425,5.273007,6.6621325,14
M,1.6625,1.3,0.4375,38.90968875,17.179797,9.07184,11.1980525,12
I,1.225,0.925,0.275,15.252031,7.6827145,2.93417325,3.9405805,8
F,1.1875,0.9375,0.3125,16.669506,6.7188315,4.86193925,4.3941725,10
M,1.4375,1.0875,0.3375,28.122704,12.246984,6.30776375,6.7755305,10
F,1.6375,1.1375,0.425,36.1456125,16.5277585,8.5898985,9.4403835,8
M,0.8375,0.625,0.225,5.1312595,2.14038725,1.17650425,1.70097,7
F,1.6375,1.275,0.3875,36.55668025,15.15280775,8.09378225,11.623295,11
F,1.6875,1.35,0.525,45.1607535,19.447757,9.015141,12.757275,11
F,1.425,1.075,0.4,22.9914445,10.98543125,4.5075705,6.47786075,9
M,0.8375,0.6625,0.2375,5.59902625,2.25378525,1.06310625,1.984465,9
M,1.6375,1.3,0.4125,39.95862025,16.612807,8.2497045,11.4815475,9
F,1.4875,1.15,0.4,26.1098895,11.35397475,5.74077375,8.15048125,9
F,0.95,0.8,0.2875,18.35630125,9.1568885,3.75630875,4.649318,7
I,1.45,1.15,0.35,23.51591025,11.09882925,4.6776675,6.747181,10
M,1.7,1.35,0.525,50.70308075,23.65765775,11.566596,12.3887315,13
F,1.4375,1.0875,0.3875,25.44367625,11.66581925,6.59125875,6.520385,9
M,1.3625,1.125,0.375,22.12678475,10.75863525,4.60679375,6.123492,8
M,1.2875,1.0625,0.3625,26.54930675,14.0897015,5.1312595,6.19436575,8
F,1.425,1.05,0.4,25.16018125,12.23280925,5.42892925,6.3219385,8
M,1.4125,1.0625,0.3375,23.00561925,9.6671795,4.74854125,7.2291225,15
I,0.5875,0.4375,0.1,1.99863975,0.94970825,0.4252425,0.56699,5
I,1.4375,1.125,0.3125,22.11261,9.28446125,5.329706,6.6621325,9
M,1.225,1.05,0.3125,17.2648455,6.7755305,4.06815325,6.23689,14
F,1.5375,1.2875,0.425,32.31843,12.20445975,6.36446275,11.90679,16
I,1.3375,1.0,0.325,18.6256215,8.03708325,4.592619,4.9611625,7
F,1.525,1.2,0.475,36.72677725,14.78426425,9.14271375,10.3475675,12
I,0.375,0.25,0.0625,0.4252425,0.12757275,0.113398,0.1417475,2
F,1.675,1.325,0.5125,39.73182425,18.2287285,6.98815175,11.793392,12
F,1.6,1.3125,0.4375,39.179009,18.313777,8.83086925,10.489315,9
F,1.3,1.0125,0.35,23.17571625,7.92368525,5.1879585,7.37087,17
M,1.225,0.8875,0.3875,27.8108595,13.1825175,5.71242425,7.10154975,8
I,0.925,0.6875,0.2375,7.2858215,2.87747425,1.5592225,2.33883375,6
I,0.8375,0.65,0.2125,5.443104,2.7499015,0.850485,1.530873,6
I,0.8125,0.6,0.1875,5.3013565,2.33883375,1.26155275,1.417475,6
I,1.2875,0.9625,0.3125,16.215914,6.7188315,4.06815325,4.6776675,7
M,1.6125,1.25,0.475,44.21104525,21.0069795,10.53183925,10.90038275,14
M,1.65,1.2375,0.4875,46.13881125,16.839603,10.19164525,13.7495075,10
F,1.4,1.075,0.3125,22.75047375,8.8733935,4.86193925,7.4559185,13
I,0.875,0.7,0.1875,5.556502,2.324659,1.13398,1.814368,8
F,1.125,0.9125,0.2875,16.68368075,9.015141,3.4302895,3.75630875,8
I,1.3,0.95,0.35,14.8834875,5.03203625,3.2601925,5.2446575,11
F,1.525,1.2125,0.45,36.27318525,16.25843825,8.09378225,10.0640725,7
I,0.9125,0.675,0.2125,5.556502,2.33883375,1.06310625,1.70097,7
M,1.5625,1.225,0.4625,33.1405655,14.95436125,7.18659825,9.752228,11
I,1.0875,0.8125,0.25,9.695529,3.78465825,2.36718325,2.9766975,6
M,0.95,0.5875,0.25,7.314171,2.99087225,1.530873,2.26796,7
M,0.9375,0.725,0.25,7.824462,3.33106625,1.60174675,2.4097075,9
F,1.4125,1.1375,0.4375,28.7180435,9.695529,5.8683465,9.922325,19
M,1.3125,1.0125,0.4,22.452804,8.958442,4.12485225,7.93786,13
F,1.35,0.9625,0.35,21.70154225,9.25611175,3.288542,6.70465675,10
I,1.3,0.975,0.35,20.76600875,6.84640425,4.082328,7.37087,19
F,1.375,1.125,0.375,24.8058125,10.262519,4.97533725,7.83863675,10
M,1.45,1.1375,0.4875,52.7017205,26.7902775,12.076887,12.5021295,9
F,1.4625,1.125,0.4,30.5324115,14.16057525,8.15048125,7.087375,10
F,0.8625,0.625,0.225,5.7549485,2.211261,1.6726205,1.5592225,6
F,1.3625,1.0375,0.4,21.87163925,7.711064,4.12485225,7.83863675,10
I,1.0625,0.825,0.2875,9.25611175,3.72795925,2.1829115,2.9199985,6
M,1.3375,1.05,0.325,22.83552225,8.5331995,5.1312595,7.93786,14
M,1.5625,1.25,0.4875,38.8104655,16.65533125,6.19436575,10.489315,17
M,1.3125,1.0625,0.3125,23.019794,11.43902325,4.83358975,5.5281525,8
F,1.45,1.15,0.4625,28.8314415,9.96484925,5.6699,9.07184,10
M,1.35,1.025,0.325,15.87572,6.73300625,3.01922175,4.9611625,7
I,1.0,0.75,0.2875,9.015141,3.78465825,2.05533875,2.65067825,6
I,1.125,0.8625,0.3375,12.5588285,5.59902625,2.48058125,3.33106625,14
F,1.4625,1.0375,0.3875,19.80212575,8.50485,4.139027,5.5281525,12
F,1.5625,1.3125,0.5375,44.69298675,14.50076925,7.35669525,18.8524175,16
F,1.5,1.1625,0.375,31.25532375,15.46465225,7.427569,7.087375,8
M,1.5375,1.2375,0.5,36.967748,16.42853525,8.83086925,10.5176645,14
I,1.1375,1.0875,0.275,12.09106175,5.5281525,2.551455,3.41611475,8
M,1.2875,0.875,0.3875,26.15241375,11.86426575,5.613201,7.7394135,9
I,1.4375,1.1125,0.4,26.01066625,12.757275,5.48562825,6.80388,9
I,1.45,1.1125,0.375,25.13183175,10.8578585,5.9250455,7.2291225,11
I,0.5625,0.4125,0.1375,1.6726205,0.7654365,0.35436875,0.4252425,4
M,1.525,1.175,0.425,31.70891575,14.81261375,6.81805475,8.788345,9
I,0.575,0.425,0.125,1.6159215,0.737087,0.3685435,0.453592,5
M,0.925,0.7,0.2625,6.350288,2.31048425,1.63009625,2.1262125,8
F,1.5375,1.175,0.4375,36.81182575,14.55746825,9.7238785,9.07184,14
F,1.425,1.1375,0.375,31.3828965,15.30873,7.2291225,7.654365,8
F,1.5625,1.2125,0.3375,36.92522375,17.293195,7.58349125,10.21999475,14
M,0.8875,0.6625,0.225,4.762716,1.417475,1.1623295,1.7860185,8
I,0.925,0.7,0.2125,6.1518415,3.10427025,0.9922325,1.757669,6
M,1.575,1.2625,0.425,30.94347925,13.08329425,7.540967,8.50485,9
F,1.25,0.9375,0.35,17.123098,6.860579,4.01145425,5.0745605,15
I,0.5,0.3625,0.15,1.0489315,0.35436875,0.26932025,0.3118445,4
F,1.5625,1.25,0.4375,36.0889135,15.989118,8.561549,10.602713,9
I,0.9125,0.675,0.2625,6.10931725,2.59397925,1.34660125,1.7860185,6
I,0.5,0.375,0.1,1.304077,0.5953395,0.1984465,0.18427175,4
M,1.4125,1.1375,0.425,25.69882175,9.695529,4.422522,9.07184,18
M,1.7375,1.375,0.4875,47.18774275,20.6100865,10.20582,12.6155275,11
F,1.2875,1.0,0.3125,17.4349425,8.12213175,3.4869885,5.00368675,8
M,1.1,0.85,0.2625,11.396499,3.69960975,2.70737725,4.6776675,10
F,1.65,1.2875,0.45,43.1762885,15.30873,9.53960675,15.7339725,16
M,1.55,1.15,0.4,26.94619975,13.93377925,5.6699,6.463686,9
M,1.7125,1.375,0.5,50.24948875,23.0481435,10.9712565,13.891255,11
I,0.8375,0.6,0.2375,4.819415,1.757669,1.1056305,1.5592225,9
F,1.475,1.1375,0.3625,30.1355185,14.61416725,6.93145275,7.087375,8
M,1.5375,1.225,0.425,32.4601775,13.93377925,5.896696,9.7238785,13
I,1.125,0.8375,0.2375,9.93649975,4.57844425,1.77184375,3.35941575,7
M,1.025,0.775,0.3125,10.19164525,4.01145425,2.50893075,3.2601925,11
M,0.9,0.7375,0.2625,6.8322295,2.45223175,1.5025235,2.6932025,8
M,1.3625,1.1,0.3,24.28134675,9.85145125,4.86193925,6.80388,12
M,1.85,1.425,0.45,53.08443875,25.84056925,12.1052365,12.643877,10
M,1.6625,1.3125,0.3875,38.48444625,15.09610875,8.63242275,12.71475075,10
F,1.325,1.05,0.325,28.3778495,9.63883,6.406987,7.5126175,17
F,1.475,1.1,0.35,28.5479465,13.53688625,5.96756975,8.29222875,9
M,0.8125,0.6,0.1875,4.3941725,1.34660125,1.00640725,1.70097,9
F,1.2875,1.075,0.35,23.643483,10.4042665,5.6699,6.520385,8
M,1.35,1.0125,0.3125,25.2594045,13.65028425,5.42892925,5.726599,9
M,1.5,1.1875,0.3875,32.27590575,14.231449,6.50621025,8.788345,9
I,1.0625,0.8125,0.275,9.45455825,4.9044635,1.2757275,2.83495,7
F,1.6875,1.3375,0.55,45.472598,17.50581625,12.06271225,12.8423235,14
F,1.575,1.2625,0.4125,30.1922175,13.02659525,6.123492,8.9300925,12
M,1.5375,1.2375,0.3875,36.47163175,12.3320325,8.3064035,9.19941275,11
M,1.9375,1.575,0.625,78.79743525,38.22930075,21.54562,16.386011,12
I,0.8875,0.65,0.225,5.62737575,2.02698925,1.40330025,1.644271,7
F,1.475,1.125,0.4,25.51455,10.149121,4.422522,8.9300925,19
F,1.65,1.325,0.425,40.5681345,17.633389,8.7599955,11.283101,10
F,1.375,1.1,0.3875,26.818627,8.8733935,5.17378375,9.4970825,16
I,0.825,0.575,0.2125,4.80524025,2.2396105,0.737087,1.43164975,6
F,1.2625,1.0125,0.4,19.37688325,7.6827145,4.1106775,6.0951425,10
M,1.575,1.2125,0.3875,36.230661,18.0586315,7.7961125,8.788345,8
I,0.9875,0.7375,0.225,8.57572375,4.0539785,1.88524175,2.16873675,5
I,0.7125,0.5375,0.15,2.65067825,0.8788345,0.6520385,0.850485,6
M,1.45,1.15,0.4125,34.79901125,13.4093135,5.57067675,12.3320325,16
F,1.425,1.125,0.3375,22.12678475,9.48290775,5.2446575,5.953395,8
F,1.5125,1.2125,0.4125,30.43318825,12.3887315,5.8116475,9.355335,14
F,1.6,1.25,0.375,30.34813975,10.5176645,7.66853975,10.20582,8
M,1.4,1.075,0.3875,24.59319125,11.3398,4.876114,6.4920355,8
I,1.475,1.175,0.3625,27.612413,12.8423235,6.690482,8.1930055,8
M,1.425,1.0875,0.3625,25.67047225,11.12717875,6.67630725,7.7961125,10
F,1.6875,1.375,0.45,47.86813075,15.932419,10.50348975,17.0097,15
I,1.1375,0.8125,0.3375,23.24659,11.35397475,4.86193925,5.9817445,8
F,1.6125,1.25,0.375,32.8570705,13.25339125,9.51125725,8.788345,9
I,1.2625,0.9875,0.2625,15.6205745,7.030676,2.9199985,4.8477645,8
M,1.8,1.4125,0.5,59.68987225,28.8314415,10.2908685,14.004653,12
F,1.375,1.075,0.35,22.97726975,10.432616,4.5642695,7.7961125,9
F,1.3375,1.025,0.325,20.25571775,9.4970825,4.082328,5.88252125,9
F,1.825,1.375,0.5125,54.090846,15.35125425,10.10659675,16.91047675,14
I,1.2625,1.0125,0.325,16.9813505,6.36446275,3.33106625,6.3786375,11
F,1.125,0.8625,0.3,11.80756675,4.69184225,2.6932025,3.8271825,9
I,1.4375,1.1,0.3125,24.13959925,12.91319725,4.86193925,5.57067675,9
M,1.225,0.975,0.35,20.0430965,7.92368525,6.19436575,5.10291,13
I,1.3875,0.9875,0.325,15.83319575,6.293589,3.52951275,4.819415,9
I,1.325,1.0,0.3625,15.7339725,5.48562825,3.69960975,5.5281525,9
I,1.4875,1.15,0.375,23.62930825,10.6877615,5.45727875,6.6621325,8
M,1.575,1.25,0.4375,35.84794275,15.97494325,8.68912175,9.70970375,10
M,1.65,1.2875,0.3875,40.86580425,20.00057225,10.07824725,9.4970825,10
I,0.95,0.6875,0.2375,3.89805625,2.438057,1.65844575,1.71514475,7
I,0.9375,0.7,0.2,6.33611325,3.2601925,1.2190285,1.5592225,6
I,0.9125,0.675,0.2125,5.8116475,2.211261,1.37495075,1.984465,7
F,1.3125,1.0,0.3375,20.241543,9.015141,3.912231,5.896696,10
M,1.5875,1.225,0.4,31.2127995,15.138633,5.28718175,9.79475225,10
M,1.6,1.4125,0.575,43.1195895,18.257078,10.546014,11.509897,15
M,1.525,1.1875,0.425,29.10076175,12.3320325,6.61960825,8.60407325,10
M,1.275,1.0125,0.3125,19.63202875,9.2702865,4.3941725,5.11708475,7
F,1.6375,1.2625,0.475,38.22930075,16.82542825,7.78193775,12.0485375,12
M,1.4125,1.1,0.4625,25.7696955,9.752228,6.59125875,7.2291225,15
M,1.25,1.0125,0.3875,21.885814,9.808927,4.35164825,6.9456275,12
M,0.8625,0.6375,0.2,4.7910655,1.70097,1.20485375,1.530873,10
F,0.925,0.7,0.275,6.53455975,2.67902775,1.31825175,2.1262125,10
F,1.65,1.2625,0.475,39.81687275,17.73261225,9.56795625,10.61688775,9
M,1.375,1.1,0.4,28.0943545,9.865626,4.762716,10.6310625,20
M,1.0375,0.7625,0.25,9.2135875,4.422522,1.43164975,2.5798045,6
M,1.4875,1.125,0.35,23.756881,11.24057675,5.499803,6.1518415,10
F,1.7375,1.4125,0.475,49.99434325,21.16290175,11.3114505,14.10387625,11
M,1.3125,1.0,0.325,23.51591025,6.81805475,5.17378375,7.7961125,11
I,1.4,1.1125,0.4125,23.586784,9.79475225,5.0745605,7.9095105,9
I,1.1875,0.9375,0.275,14.004653,5.9817445,3.0900955,4.37999775,8
I,1.1875,0.9625,0.275,16.25843825,8.8166945,2.90582375,3.855532,7
I,1.0875,0.825,0.2625,9.4970825,4.422522,1.57339725,2.9766975,8
F,1.775,1.425,0.4875,56.14618475,28.13687875,13.96212875,13.60776,12
I,1.1,0.8125,0.225,9.922325,4.195726,1.8994165,2.9766975,7
I,1.575,1.225,0.425,34.5013415,15.63474925,6.010094,8.788345,11
F,1.25,0.975,0.325,18.01610725,7.10154975,4.63514325,5.5281525,15
F,1.25,0.9875,0.35,20.28406725,8.97261675,4.989512,6.80388,10
M,1.425,1.2,0.4375,33.5941575,13.437663,7.3992195,10.77281,11
F,1.5625,1.1875,0.325,24.36639525,9.05766525,5.03203625,6.80388,13
F,1.225,0.95,0.3875,16.386011,6.78970525,3.55786225,5.10291,9
F,1.0125,0.7625,0.2375,9.87980075,4.12485225,2.53728025,2.83495,9
F,1.825,1.4,0.475,55.06890375,22.6512505,14.72756525,16.03164225,11
M,1.5125,1.1875,0.45,26.54930675,11.169703,6.2085405,8.3631025,15
M,1.575,1.225,0.425,33.29648775,14.89766225,7.7394135,9.6104805,11
F,1.6,1.225,0.45,38.55532,18.5122235,9.8372765,8.6465975,9
I,1.4125,1.05,0.3875,21.0636785,8.788345,5.273007,6.5487345,9
I,0.7875,0.575,0.175,3.24601775,1.304077,0.66621325,1.09145575,5
F,1.6375,1.3625,0.4125,45.99706375,18.58309725,8.4765005,14.5432935,12
F,1.225,0.95,0.3125,15.5638755,6.9456275,3.04757125,4.932813,10
I,1.125,0.8875,0.275,12.99824575,5.499803,1.8994165,3.96893,8
F,1.3,1.0375,0.3625,22.80717275,9.42620875,4.89028875,8.0796075,10
I,1.475,1.1125,0.3375,21.87163925,9.298636,4.94698775,6.520385,9
F,1.5625,1.2875,0.375,35.19590425,14.84096325,8.68912175,10.20582,15
I,0.975,0.75,0.25,7.55514175,3.13261975,1.6726205,2.381358,7
I,1.3,1.025,0.35,18.78154375,7.86698625,4.40834725,5.556502,11
I,1.0375,0.8375,0.25,10.149121,4.7910655,1.8994165,2.9766975,7
F,1.325,1.0375,0.375,22.04173625,6.7188315,4.01145425,9.355335,20
M,1.4375,1.0625,0.35,24.47979325,11.1413535,6.4353365,5.6699,11
I,0.8125,0.6,0.1875,4.32329875,2.041164,1.82854275,1.2190285,6
F,1.55,1.2,0.4375,29.49765475,13.154168,6.30776375,8.50485,9
I,0.6375,0.4875,0.1375,2.05533875,0.80796075,0.4819415,0.5953395,4
F,1.5375,1.3,0.375,38.08755325,17.8318355,7.38504475,9.7805775,10
F,1.3125,1.025,0.3375,22.41027975,11.52407175,5.613201,5.0178615,8
I,0.9,0.6625,0.1875,5.06038575,2.22543575,0.9922325,1.530873,6
F,1.775,1.4375,0.4375,44.0834725,18.32795175,10.50348975,14.74174,15
I,0.8875,0.675,0.25,6.39281225,3.118445,1.190679,1.814368,7
F,1.425,1.125,0.4375,27.08794725,10.77281,4.72019175,8.3631025,18
I,0.875,0.6625,0.2375,5.6415505,2.0695135,1.3891255,1.70097,5
M,1.475,1.25,0.5,33.6508565,11.679994,7.66853975,10.489315,16
I,0.8,0.6,0.1875,4.91863825,2.154562,1.00640725,1.417475,7
I,1.375,1.0125,0.375,19.15008725,8.54737425,4.15320175,5.953395,10
M,1.55,1.25,0.4125,37.0527965,18.01610725,7.21494775,8.9300925,9
F,1.55,1.1875,0.4375,28.81726675,12.34620725,6.066793,9.2135875,10
M,1.8,1.375,0.5125,61.3766675,31.34037225,14.8834875,11.453198,10
F,1.55,1.225,0.4,29.937072,13.9763035,6.917278,7.72523875,9
F,1.4,1.075,0.375,24.79163775,12.8423235,4.5642695,6.23689,8
M,1.175,0.925,0.2625,13.22504175,5.74077375,2.87747425,4.3941725,10
M,1.375,1.15,0.325,20.08562075,8.6465975,4.12485225,5.8116475,12
I,1.175,0.9,0.325,14.81261375,5.613201,3.01922175,4.6776675,9
I,1.4375,1.1375,0.45,24.16794875,8.54737425,5.17378375,8.50485,13
F,1.1,0.8875,0.2875,11.7650425,4.49339575,2.62232875,3.7137845,11
F,1.725,1.3375,0.4625,51.766187,22.5945515,11.5949455,14.1464005,11
M,1.525,1.2125,0.4,28.76056775,15.06775925,6.010094,6.84640425,8
F,1.375,1.075,0.3125,26.1665885,11.43902325,4.9611625,8.0229085,8
I,0.425,0.325,0.2375,0.850485,0.3685435,0.226796,0.283495,4
F,1.775,1.375,0.425,45.756093,21.0636785,9.7805775,12.757275,11
F,1.5375,1.1375,0.3375,30.0221205,13.42348825,7.4559185,7.767763,9
F,1.425,1.0625,0.325,22.169309,10.47514025,4.94698775,5.57067675,8
M,1.275,1.0125,0.325,20.34076625,10.56018875,4.479221,4.819415,9
I,1.4125,1.0875,0.3625,23.94115275,11.26892625,4.479221,7.2291225,9
I,0.975,0.7375,0.25,7.9095105,3.27436725,1.6726205,2.26796,7
M,1.25,1.0,0.325,21.87163925,10.489315,4.53592,5.9817445,8
I,1.2375,0.95,0.3625,14.5999925,4.9611625,2.778251,6.010094,13
F,1.8,1.4375,0.425,54.81375825,25.8830935,11.0279555,14.458245,13
F,1.5,1.2,0.425,29.937072,12.96989625,6.90310325,8.88756825,10
M,0.9375,0.7125,0.2375,7.1724235,2.721552,1.63009625,2.62232875,9
I,1.05,0.775,0.25,7.95203475,3.18931875,1.74349425,2.62232875,8
M,1.2875,1.1375,0.3375,20.48251375,8.3631025,4.60679375,6.6621325,9
I,1.175,0.9375,0.3,13.8062065,5.556502,2.8066005,3.8271825,8
I,0.9,0.6625,0.225,5.82582225,2.721552,1.0489315,1.65844575,7
M,1.4375,1.175,0.35,23.74270625,9.87980075,4.91863825,6.80388,11
F,1.4625,1.1375,0.4125,28.292801,9.7805775,7.07320025,8.9300925,12
I,1.1875,0.85,0.2625,12.85649825,5.7549485,2.26796,4.15320175,9
I,0.925,0.6875,0.2,6.59125875,2.6365035,1.587572,2.041164,6
